💎内网源💎,#genre#
贵州卫视,http://live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
海南卫视,http://live2.rxip.sc96655.com/live/hnws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
安徽卫视,http://live2.rxip.sc96655.com/live/ahwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
河南卫视,http://live2.rxip.sc96655.com/live/hnws35_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
黑龙江卫视,http://live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
湖北卫视,http://live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
吉林卫视,http://live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
深圳卫视,http://live2.rxip.sc96655.com/live/szwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川卫视,http://live2.rxip.sc96655.com/live/scwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
天津卫视,http://live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
甘肃卫视,http://live2.rxip.sc96655.com/live/gsws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
江西卫视,http://live2.rxip.sc96655.com/live/jxwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
兵团卫视,http://live2.rxip.sc96655.com/live/btws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
重庆卫视,http://live2.rxip.sc96655.com/live/cqwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
康巴卫视,http://live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
辽宁卫视,http://live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
内蒙古卫视,http://live2.rxip.sc96655.com/live/nmgws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
教育卫视,http://live2.rxip.sc96655.com/live/sdjy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
山西卫视,http://live2.rxip.sc96655.com/live/sxws42_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
陕西卫视,http://live2.rxip.sc96655.com/live/sxws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
西藏卫视,http://live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
云南卫视,http://live2.rxip.sc96655.com/live/ynws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

超清频道,#genre#
CCTV-16 奥运 4K,http://live2.rxip.sc96655.com/live/CCTV-16-4K_8000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV-4K 超高清,http://live2.rxip.sc96655.com/live/ys4Kcq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
4K超高清电影,http://live2.rxip.sc96655.com/live/emdy4k_8000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
欢笑剧场4K,http://live2.rxip.sc96655.com/live/hxjc-4k_8000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

凤凰频道,#genre#
凤凰中文,http://live2.rxip.sc96655.com/live/test1_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
凤凰资讯,http://live2.rxip.sc96655.com/live/test2_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

付费频道,#genre#
CBN风尚生活,http://live2.rxip.sc96655.com/live/fssh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CBN每日影院,http://live2.rxip.sc96655.com/live/mryy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CBN幸福剧场,http://live2.rxip.sc96655.com/live/xfjc_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CBN幸福娱乐,http://live2.rxip.sc96655.com/live/xfyl_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CHC动作电影,http://live2.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CHC高清电影,http://live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CHC家庭影院,http://live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CETV-1,http://live2.rxip.sc96655.com/live/CETV-1H264_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CETV-4,http://live2.rxip.sc96655.com/live/CETV-4H264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-俄语,http://live2.rxip.sc96655.com/live/ey_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-法语,http://live2.rxip.sc96655.com/live/fy_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-西语,http://live2.rxip.sc96655.com/live/xbyy_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-英语,http://live2.rxip.sc96655.com/live/CGTN_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

高清频道,#genre#
动漫秀场,http://live2.rxip.sc96655.com/live/yybb-dmxc-H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
都市剧场,http://live2.rxip.sc96655.com/live/yxfydsjcHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
法治天地,http://live2.rxip.sc96655.com/live/fztx_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
极速汽车,http://live2.rxip.sc96655.com/live/jsqcH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
纪实科教,http://live2.rxip.sc96655.com/live/bjjs_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
嘉佳卡通,http://live2.rxip.sc96655.com/live/jjkt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
家庭理财,http://live2.rxip.sc96655.com/live/jtlc_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
江苏财富天下,http://live2.rxip.sc96655.com/live/cftx_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金鹰纪实,http://live2.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金鹰卡通,http://live2.rxip.sc96655.com/live/jykt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
劲爆体育,http://live2.rxip.sc96655.com/live/lqhxjcHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
聚鲨环球,http://live2.rxip.sc96655.com/live/jshqjxHD_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
卡酷少儿,http://live2.rxip.sc96655.com/live/kkkt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
快乐垂钓,http://live2.rxip.sc96655.com/live/fyzqklcdHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
乐游,http://live2.rxip.sc96655.com/live/qjs-HDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

精彩频道,#genre#
梨园频道,http://live2.rxip.sc96655.com/live/ly_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
魅力足球,http://live2.rxip.sc96655.com/live/mlyy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
七彩戏剧,http://live2.rxip.sc96655.com/live/qcxj_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
摄影频道,http://live2.rxip.sc96655.com/live/sy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
生活时尚,http://live2.rxip.sc96655.com/live/shssH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四海钓鱼,http://live2.rxip.sc96655.com/live/shdy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
天元围棋,http://live2.rxip.sc96655.com/live/tywq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
武术世界,http://live2.rxip.sc96655.com/live/wssj_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
先锋乒羽,http://live2.rxip.sc96655.com/live/xfpy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
新视觉,http://live2.rxip.sc96655.com/live/ycxsjH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
证劵服务,http://live2.rxip.sc96655.com/live/jz_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

综合频道,#genre#
中国天气,http://live2.rxip.sc96655.com/live/zgqx_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
中央新影-发现之旅,http://live2.rxip.sc96655.com/live/fxzl_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
中央新影-老故事,http://live2.rxip.sc96655.com/live/lgs_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
中央新影-中学生,http://live2.rxip.sc96655.com/live/zxs_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
川广融媒,http://live2.rxip.sc96655.com/live/cgrh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
川网导视,http://live2.rxip.sc96655.com/live/cwdsHDH264_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
精品导视,http://live2.rxip.sc96655.com/live/jpdsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
沙湾融媒,http://live2.rxip.sc96655.com/live/swxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
风尚购物,http://live2.rxip.sc96655.com/live/fsgw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
家家购物,http://live2.rxip.sc96655.com/live/jjgw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
家有购物,http://live2.rxip.sc96655.com/live/jygw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
央广购物,http://live2.rxip.sc96655.com/live/yggwgq_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
优购物,http://live2.rxip.sc96655.com/live/ygw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1

四川地方,#genre#
四川文化旅游,http://live2.rxip.sc96655.com/live/SCTV-2-H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川经济,http://live2.rxip.sc96655.com/live/SCTV-3-H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川新闻,http://live2.rxip.sc96655.com/live/SCTV-4H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川影视文艺,http://live2.rxip.sc96655.com/live/SCTV-5-scysH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川妇女儿童,http://live2.rxip.sc96655.com/live/SCTV-7-_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川科教,http://live2.rxip.sc96655.com/live/SCTV-ggSCTV-8_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川乡村,http://live2.rxip.sc96655.com/live/SCTV-kjSCTV-9-_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
四川峨嵋电影,http://live2.rxip.sc96655.com/live/emdygqH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都新闻综合,http://live2.rxip.sc96655.com/live/CDTV-1_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都经济资讯,http://live2.rxip.sc96655.com/live/CDTV-2_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都都市生活,http://live2.rxip.sc96655.com/live/CDTV-3_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都影视文艺,http://live2.rxip.sc96655.com/live/CDTV-4_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都公共频道,http://live2.rxip.sc96655.com/live/CDTV-5_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都高新区,http://live2.rxip.sc96655.com/live/cdgxdstgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
成都每日购物,http://live2.rxip.sc96655.com/live/mrgw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
阿坝州TV,http://live2.rxip.sc96655.com/live/abxwzhpdgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
阿坝州藏语,http://live2.rxip.sc96655.com/live/wypdgqH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
安居综合,http://live2.rxip.sc96655.com/live/ajxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
安岳综合频道,http://live2.rxip.sc96655.com/live/ayxwzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
安州综合频道,http://live2.rxip.sc96655.com/live/azgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
巴中文旅生活,http://live2.rxip.sc96655.com/live/bzetH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
巴中综合,http://live2.rxip.sc96655.com/live/bzytH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
巴州电视,http://live2.rxip.sc96655.com/live/bzxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
宝兴综合,http://live2.rxip.sc96655.com/live/bxdst_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
北川综合,http://live2.rxip.sc96655.com/live/bcxwHD_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
苍溪综合,http://live2.rxip.sc96655.com/live/cxxwgqH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
长宁综合,http://live2.rxip.sc96655.com/live/znzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
朝天综合,http://live2.rxip.sc96655.com/live/ctxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
崇州,http://live2.rxip.sc96655.com/live/czyt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
船山综合,http://live2.rxip.sc96655.com/live/csxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达川新闻综合,http://live2.rxip.sc96655.com/live/dcxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州导视,http://live2.rxip.sc96655.com/live/dzds_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州公共,http://live2.rxip.sc96655.com/live/dzgg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州通川,http://live2.rxip.sc96655.com/live/tcq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州新闻综合,http://live2.rxip.sc96655.com/live/dzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
大邑电视台,http://live2.rxip.sc96655.com/live/dyytH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
大英新闻综合,http://live2.rxip.sc96655.com/live/dyxwzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
丹棱综合,http://live2.rxip.sc96655.com/live/dlxwzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
德昌电视台,http://live2.rxip.sc96655.com/live/dcxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
东兴综合,http://live2.rxip.sc96655.com/live/dxxwzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
都江堰,http://live2.rxip.sc96655.com/live/djyzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
峨边电视台,http://live2.rxip.sc96655.com/live/ebdst_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
峨眉综合,http://live2.rxip.sc96655.com/live/emsxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
恩阳新闻,http://live2.rxip.sc96655.com/live/eyxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
涪城综合,http://live2.rxip.sc96655.com/live/fcgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
富顺综合,http://live2.rxip.sc96655.com/live/fszh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
甘洛,http://live2.rxip.sc96655.com/live/glt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
甘孜综合,http://live2.rxip.sc96655.com/live/gzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
高县-1,http://live2.rxip.sc96655.com/live/gxt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
古蔺新闻综合,http://live2.rxip.sc96655.com/live/glxwzhgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
广安公共,http://live2.rxip.sc96655.com/live/gagg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
广安区电视台,http://live2.rxip.sc96655.com/live/gaqxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
广安新闻综合,http://live2.rxip.sc96655.com/live/gaxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
广汉综合,http://live2.rxip.sc96655.com/live/ghxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
广元文化生活,http://live2.rxip.sc96655.com/live/gyggH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
广元综合,http://live2.rxip.sc96655.com/live/gyzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
汉源综合,http://live2.rxip.sc96655.com/live/hyxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
合江新闻综合,http://live2.rxip.sc96655.com/live/hjxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
黑水,http://live2.rxip.sc96655.com/live/hsxwzhpdH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
洪雅新闻综合,http://live2.rxip.sc96655.com/live/hyzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
华蓥综合,http://live2.rxip.sc96655.com/live/hyxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
会理新闻,http://live2.rxip.sc96655.com/live/hlyt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
夹江新闻综合,http://live2.rxip.sc96655.com/live/jjxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
简阳新闻综合,http://live2.rxip.sc96655.com/live/jyxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
剑阁综合,http://live2.rxip.sc96655.com/live/jgxwzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
江安电视台,http://live2.rxip.sc96655.com/live/jat_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
江油综合,http://live2.rxip.sc96655.com/live/jyxwHD_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金口河综合,http://live2.rxip.sc96655.com/live/jkhdst_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金牛,http://live2.rxip.sc96655.com/live/jnyx_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金堂电视台,http://live2.rxip.sc96655.com/live/jtzhpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
开江新闻综合,http://live2.rxip.sc96655.com/live/kjxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
乐山公共,http://live2.rxip.sc96655.com/live/lsggpd_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
乐山新闻综合,http://live2.rxip.sc96655.com/live/lsxwzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
利州综合,http://live2.rxip.sc96655.com/live/lzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
凉山新闻综合,http://live2.rxip.sc96655.com/live/lsxwHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
凉山彝语综合,http://live2.rxip.sc96655.com/live/yyzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
邻水,http://live2.rxip.sc96655.com/live/lsxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
龙泉综合,http://live2.rxip.sc96655.com/live/lqxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
隆昌综合,http://live2.rxip.sc96655.com/live/lcxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
芦山综合频道,http://live2.rxip.sc96655.com/live/lszh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
罗江,http://live2.rxip.sc96655.com/live/ljxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
马边综合,http://live2.rxip.sc96655.com/live/mbxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
马尔康,http://live2.rxip.sc96655.com/live/mekxwzhpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
眉山综合,http://live2.rxip.sc96655.com/live/msxwzhgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
米易综合,http://live2.rxip.sc96655.com/live/myxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
绵阳科技,http://live2.rxip.sc96655.com/live/myetH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
绵阳新闻综合,http://live2.rxip.sc96655.com/live/myytH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
绵竹,http://live2.rxip.sc96655.com/live/mzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
冕宁综合,http://live2.rxip.sc96655.com/live/mnxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
名山电视台,http://live2.rxip.sc96655.com/live/msdstH265_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
木里,http://live2.rxip.sc96655.com/live/mltHD_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
纳溪-1,http://live2.rxip.sc96655.com/live/nxxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
南部综合,http://live2.rxip.sc96655.com/live/nbxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
南充综合,http://live2.rxip.sc96655.com/live/ncxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
南江电视台,http://live2.rxip.sc96655.com/live/njxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
南溪综合,http://live2.rxip.sc96655.com/live/nxt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
内江公共,http://live2.rxip.sc96655.com/live/njgg_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
内江综合,http://live2.rxip.sc96655.com/live/njzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
宁南综合,http://live2.rxip.sc96655.com/live/nnt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
攀钢新闻综合,http://live2.rxip.sc96655.com/live/pgxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
攀枝花新闻综合,http://live2.rxip.sc96655.com/live/pzhytH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
彭山综合,http://live2.rxip.sc96655.com/live/pszh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
彭州综合,http://live2.rxip.sc96655.com/live/pzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蓬安综合,http://live2.rxip.sc96655.com/live/pazh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蓬溪新闻综合,http://live2.rxip.sc96655.com/live/pxxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
平昌综合,http://live2.rxip.sc96655.com/live/pcxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
平武综合,http://live2.rxip.sc96655.com/live/pwgq_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
屏山综合,http://live2.rxip.sc96655.com/live/psxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蒲江综合,http://live2.rxip.sc96655.com/live/pjxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
普格综合,http://live2.rxip.sc96655.com/live/pgt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
